時間,新竹,臺北,大武,淡水,澎湖,蘇澳,金門,高雄,臺東,嘉義,宜蘭,彭佳嶼,花蓮,鞍部,臺南,竹子湖,玉山,成功,梧棲,阿里山,日月潭,臺中,馬祖,東吉島,恆春,基隆,蘭嶼,板橋
2012-04,96.2,61.2,127.6,77.4,135.8,82.6,55.7,174.7,92.8,115.6,88.6,80.5,89.0,54.4,146.4,73.6,74.9,62.6,107.3,58.8,80.6,88.7,99.9,104.1,157.4,70.0,82.1,71.9
2012-05,173.2,127.7,145.1,151.3,179.4,110.8,140.6,231.8,121.2,180.2,126.7,168.7,112.8,97.0,220.5,120.2,144.5,87.6,199.0,108.8,109.6,170.3,99.1,180.8,174.2,119.4,126.2,153.0
2012-06,149.4,77.0,147.7,117.2,171.2,133.3,168.5,164.5,141.9,120.6,135.6,169.4,145.1,57.8,144.1,85.1,115.3,130.3,161.8,89.3,76.5,134.1,131.8,142.0,129.1,104.8,86.9,109.9
2012-07,261.5,206.8,229.9,272.1,289.2,280.1,273.5,230.3,241.0,187.4,276.9,329.6,276.0,187.8,199.0,214.3,171.5,232.7,255.5,120.1,126.9,204.2,270.3,279.2,192.9,261.6,160.7,255.2
2012-08,148.7,158.7,168.2,170.1,169.8,211.5,198.4,135.7,170.8,105.6,198.3,234.0,195.9,104.5,106.6,136.9,97.0,155.3,147.8,65.8,76.1,96.4,214.4,166.6,119.1,184.5,83.9,169.2
2012-09,175.2,140.2,203.4,165.2,249.5,176.5,170.5,218.8,198.3,200.6,170.1,198.2,178.9,99.9,217.5,134.4,181.8,163.9,212.0,116.2,147.9,190.1,156.2,271.1,202.4,174.6,140.6,152.1
2012-10,214.6,154.7,148.3,161.4,235.3,152.2,224.6,211.9,156.1,187.3,134.7,183.9,147.7,87.6,214.0,140.1,283.9,136.3,254.7,180.8,148.1,222.9,223.6,258.5,187.3,108.9,153.5,173.7
2012-11,101.8,80.9,101.4,94.5,134.2,54.0,103.5,168.6,68.5,124.5,57.5,71.1,44.2,58.6,160.2,87.9,145.4,40.6,140.0,94.6,117.9,132.6,83.2,157.0,173.7,54.3,57.4,91.4
2012-12,102.7,74.1,79.0,83.9,107.3,38.2,109.0,160.7,58.0,121.1,42.5,62.0,48.0,46.0,148.7,75.8,137.3,51.1,142.6,118.3,122.2,143.6,77.4,110.8,134.8,43.6,48.0,87.7
2013-01,108.0,79.1,90.6,91.6,94.3,58.1,156.3,173.0,73.3,155.1,72.4,47.5,77.5,61.5,160.5,85.9,210.4,55.7,127.4,128.5,161.5,184.2,98.2,117.3,157.4,58.8,63.8,90.5
2013-02,77.4,69.9,114.4,75.4,37.1,59.9,74.0,207.1,76.4,157.9,75.5,64.3,72.5,49.6,187.0,84.7,259.3,50.6,89.1,162.0,174.8,174.7,40.8,65.7,182.2,58.9,95.0,81.4
2013-03,129.9,117.7,168.3,113.7,158.4,125.9,160.3,220.9,122.4,181.3,137.9,117.7,121.0,94.7,203.7,124.8,168.1,109.1,175.1,154.3,170.5,175.5,135.4,175.0,226.9,116.4,118.3,128.0
2013-04,64.3,53.6,106.5,64.1,84.4,70.0,83.0,130.3,67.6,89.9,66.8,78.9,63.6,47.7,110.4,61.7,90.2,40.7,84.7,60.0,42.0,69.5,109.1,87.2,179.5,62.6,52.1,66.0
2013-05,105.4,77.4,132.1,82.1,149.5,104.2,95.9,173.6,109.1,135.8,81.8,105.8,94.9,61.1,135.9,79.4,76.3,67.5,143.7,61.8,72.4,111.1,100.2,167.3,179.8,84.4,88.4,95.3
2013-06,190.7,107.9,224.1,166.3,200.1,162.2,163.0,238.6,208.5,179.5,170.2,172.9,179.3,104.4,205.1,135.1,138.7,171.4,191.7,122.3,113.6,153.4,150.7,204.7,220.9,151.0,182.1,149.1
2013-07,246.1,156.7,257.6,237.5,277.9,276.8,251.5,248.1,275.0,212.9,253.6,306.3,275.2,154.8,216.5,168.7,169.8,246.1,255.8,129.4,157.5,193.7,299.1,271.1,231.5,259.1,204.8,202.4
2013-08,208.8,159.6,184.1,209.1,213.9,220.5,188.8,185.0,209.2,167.3,200.9,253.3,220.6,145.1,175.7,160.5,138.0,184.6,194.2,85.0,103.5,151.5,226.6,210.3,173.9,215.4,145.7,182.9
2013-09,223.0,194.1,200.2,196.0,222.3,176.5,185.7,219.9,198.4,186.3,160.7,245.8,179.7,109.8,190.8,171.7,166.5,172.5,216.4,112.6,131.2,169.0,199.8,240.0,210.5,168.1,112.5,200.9
2013-10,212.2,97.1,190.7,113.2,206.1,113.0,235.8,243.3,195.5,235.8,87.7,179.3,156.7,41.3,222.3,96.6,301.8,151.9,271.2,164.9,163.8,242.3,237.0,242.8,235.7,69.3,146.2,119.2
2013-11,129.8,90.7,82.1,120.3,109.7,59.8,141.8,128.3,85.5,116.4,68.7,88.7,68.5,79.7,127.0,111.5,151.9,69.5,137.9,100.5,133.4,136.3,131.7,127.6,164.5,60.0,59.1,113.1
2013-12,84.0,57.6,69.6,71.6,111.8,41.4,130.2,139.1,82.7,139.3,42.0,62.7,56.6,49.8,136.7,69.5,189.2,65.6,127.1,111.9,117.9,128.2,113.0,126.6,101.9,41.7,45.2,68.5
2014-01,194.4,144.5,148.3,169.3,185.4,121.7,201.9,254.8,145.4,236.7,123.6,134.7,127.4,129.8,251.5,157.3,306.0,101.6,222.1,198.7,233.6,236.9,193.0,198.2,206.1,126.4,112.1,127.7
2014-02,97.7,81.2,76.2,88.8,108.4,59.0,91.1,184.6,67.7,136.5,71.7,56.8,51.5,57.8,164.5,82.4,131.9,40.6,120.9,99.3,121.7,137.9,70.8,123.7,148.3,70.7,62.9,74.7
2014-03,89.5,66.9,62.5,80.3,113.2,65.5,76.3,190.4,62.5,131.0,73.2,106.0,58.0,54.0,158.4,68.1,89.1,19.4,120.7,140.8,88.1,108.6,106.7,125.1,191.2,81.1,85.8,68.6
2014-04,129.7,99.5,112.9,129.7,163.1,67.7,121.0,197.8,93.0,138.4,70.6,132.6,64.0,88.5,160.6,108.4,153.0,52.2,164.9,128.0,102.0,143.6,137.0,185.6,186.3,99.3,97.9,116.3
2014-05,88.5,45.9,158.2,74.4,117.6,68.4,39.1,192.6,139.5,120.7,60.6,61.6,77.4,39.2,141.9,57.0,29.9,71.4,76.5,26.0,47.3,75.8,68.7,135.6,182.7,59.5,98.7,63.3
2014-06,163.8,57.4,196.7,120.6,182.1,124.0,134.2,199.4,209.5,180.7,106.0,120.0,156.0,40.2,182.4,70.3,135.5,160.2,183.7,92.6,84.8,152.1,133.3,196.6,172.1,90.5,113.9,94.5
2014-07,260.3,178.3,269.4,254.0,320.2,283.1,287.9,256.8,291.7,236.2,258.5,236.3,287.6,165.5,186.9,194.0,218.6,257.5,290.7,136.8,132.8,207.0,257.7,314.0,241.6,261.3,171.6,237.2
2014-08,241.3,171.3,260.1,233.9,264.6,254.8,247.2,209.2,302.1,209.4,230.5,224.0,280.8,143.5,204.9,183.1,167.5,248.4,240.4,102.2,134.4,172.9,229.9,260.7,197.7,220.8,155.5,196.9
2014-09,241.8,201.9,223.2,247.8,266.0,228.3,239.6,222.0,264.6,211.8,210.8,258.3,248.1,144.5,209.3,198.3,158.6,227.4,249.6,121.0,142.0,183.6,197.9,281.6,230.9,216.6,184.8,196.8
2014-10,228.7,125.3,194.6,162.4,251.0,109.0,211.9,268.6,213.7,254.5,107.0,208.6,156.7,79.1,277.0,135.4,282.9,168.4,266.5,177.9,188.2,256.1,198.4,282.6,258.6,98.8,150.6,106.4
2014-11,125.1,99.3,143.3,106.2,148.7,103.4,131.8,208.0,147.3,174.5,92.8,102.2,128.0,33.3,209.7,100.7,207.8,108.1,177.4,144.0,168.2,172.3,76.8,186.2,194.6,78.6,80.2,76.0
2014-12,106.8,60.5,38.9,74.1,108.1,63.6,121.8,110.2,44.0,111.6,70.9,67.0,44.3,39.0,126.4,80.9,154.9,26.4,129.4,98.6,99.5,116.1,134.8,102.3,117.6,50.5,24.7,49.3
2015-01,167.6,95.7,76.3,124.9,127.4,63.2,161.7,199.8,74.6,168.5,79.9,77.7,56.0,72.1,195.2,114.7,259.4,40.6,197.3,170.0,174.8,203.5,138.0,141.3,189.8,51.8,50.4,80.4
2015-02,93.6,78.9,104.2,91.5,123.2,71.4,113.6,194.8,88.5,143.5,76.5,58.1,69.2,71.0,186.6,99.0,124.4,55.1,146.0,117.3,145.1,160.3,81.0,141.7,178.9,56.7,72.6,66.3
2015-03,109.6,89.3,107.9,94.6,109.3,79.3,80.4,204.6,103.2,136.5,84.7,81.9,95.6,83.7,189.6,100.4,126.6,59.5,143.0,139.6,127.9,143.7,94.1,124.9,183.2,74.7,85.6,78.9
2015-04,152.8,112.9,144.9,142.1,196.6,110.5,167.0,259.7,152.4,229.6,106.9,136.3,110.0,124.1,253.4,139.0,167.1,91.2,203.0,152.5,184.2,204.0,132.0,234.2,232.5,106.4,112.7,134.2
2015-05,118.9,82.1,193.8,100.8,186.1,127.6,80.3,213.6,174.0,171.4,112.4,112.8,142.8,59.7,189.3,84.9,116.5,121.3,145.8,106.1,99.1,120.9,90.1,190.0,198.8,101.9,106.9,106.2
2015-06,280.7,146.9,314.4,226.6,300.8,244.5,221.3,328.7,313.1,282.1,218.5,235.3,277.1,125.9,322.1,167.7,223.5,272.3,282.4,176.8,167.5,240.1,192.6,297.6,296.7,222.3,199.8,224.3
2015-07,216.8,169.4,250.1,229.4,235.9,250.7,184.8,218.7,278.5,199.1,227.7,261.8,264.2,165.7,200.2,200.0,136.5,228.0,208.0,107.6,119.2,164.3,183.0,240.4,195.2,238.9,147.3,199.3
2015-08,177.3,121.8,186.0,130.7,164.6,155.2,174.9,175.0,205.4,146.7,149.1,194.0,164.6,71.0,155.7,106.9,113.8,164.2,165.8,81.4,100.6,132.0,189.1,175.9,165.7,140.5,129.9,136.6
2015-09,202.1,151.2,154.4,169.4,228.4,154.1,160.8,208.7,173.7,200.1,150.1,194.8,169.0,119.0,206.4,157.8,174.9,152.4,220.9,103.9,124.3,187.3,117.4,242.9,194.0,148.4,172.2,141.5
2015-10,165.3,111.6,141.1,128.0,163.1,91.3,160.9,193.2,164.6,182.6,89.4,166.0,128.1,61.2,198.2,101.0,182.0,119.5,199.0,130.7,134.6,172.3,122.4,197.1,187.6,89.6,115.9,101.7
2015-11,149.8,107.2,166.7,126.7,161.6,100.2,166.1,198.6,173.6,190.3,100.0,117.8,130.8,61.2,206.2,110.4,224.3,133.2,199.4,137.2,177.7,198.4,85.0,206.5,207.5,77.6,75.2,82.8
2015-12,97.2,39.3,109.0,47.4,99.2,30.5,93.1,195.7,120.3,161.2,39.3,29.1,58.9,21.1,207.6,52.3,178.0,76.1,148.8,168.7,136.1,152.4,35.2,132.2,201.7,18.0,57.9,31.5
